Student ID,Student Name,Gender,Event Date,Age,City,Department,Event Type,Registration Date,Registration Channel,Payment Status,Attendance Status,Meal Preference,Registration Fee,Event Duration Hours,Feedback Rating
S12874,Priya Sharma,Female,7/11/2026,18,Mysuru,Management,Career Fair,8/7/2026,Email,paid,Attended,Vegetarian,150,2,3.0 / 5
S10408,Deepa Sharma,,6/6/2026,23,,Mechanical,Career Fair,12/4/2026,Walk-in,Pending,absent ,Non-Vegetarian,100,1.5,4
S11445,Pooja Das, Male,22/06/2026,18,Mysuru,Arts,Hackathon,2/6/2026,Email,Waived,ABSENT,  Vegetarian  ,500,4,3.0 / 5
S11264,Suresh Kumar,female,5/25/2026,24,Chennai,Electronics,Seminar,24/04/2026,Campus Desk,Paid,cancelled,Non-Vegetarian,300,3,2
S11472,Karthik Rao,Other,1/3/2026,26,Kochi,Computer Science,Workshop,24/02/2026,Mobile App,Refunded,Registered,,300,4,4.0 / 5
S12536,Pooja Das,Female,3/26/2026,17,Salem,,Workshop,9/3/2026,Walk-in,waive,Registered,Vegetarian,300,1,3
S10268,Deepa Sharma,Other,9-Apr-26,25,Pune,Electronics,Sports Meet,4/3/2026,Mobile App,Refunded,Cancelled,Non-Vegetarian,750,2,3.0 / 5
S10284,Rahul Menon,Male,8/6/2026,23,Bengaluru,Electronics,Seminar,27/04/2026,Walk-in,waive,absent,Vegan,250,2.5,3.0 / 5
S12830,Priya Sharma, Female,3/9/2026,23,Coimbatore,Mechanical,Seminar,23/02/2026,Walk-in,Refunded,ABSENT,No-meal,150,3,4
S10231,Arun Kumar,Other,8/5/2026,27,Salem,Arts,Career Fair,15/04/2026,Walk-in,Paid,cancelled,Non-Vegetarian,500,1.5,5
S11520,Pooja Das,Female,30/08/2026,23,Chennai,Commerce,Workshop,15/08/2026,Mobile App,Refunded,Cancelled,Vegetarian,100,2,5
S10660,Naveen Sharma,Other,6-Apr-26,25,Coimbatore,Management,Career Fair,25/02/2026,Mobile App,Pending,Cancelled,Vegan,150,6,1
S10090,Arun Kumar,Male,3/3/2026,22,Kochi,Commerce,workshop,1/3/2026,Mobile App,Refunded,Attended,Vegan,100,6,3
S12737,Ajay Nair,Female,4/1/2026,20,Mysuru,Management,Cultural Fest,27/02/2026,Campus Desk,waive,Registered,Vegan,500,1,5
S12492,Anitha Nair,Other,3/2/2026,18,Bengaluru,Management,Hackathon,30/01/2026,Campus Desk,Refunded,cancelled,Vegetarian,250,2.5,1.0 / 5
S10703,Harini Iyer,Female,10/2/2026,27,Madurai,Electronics,Cultural Fest,20/12/2025,Campus Desk,paid,Absent,Vegan,100,1,5.0 / 5
S11026,Manoj Kumar,Other,7-Feb-26,25,Chennai,Management,Sports Meet,22/01/2026,Email,Paid,Absent,Vegan,300,2.5,2
S11096,Manoj Kumar,Other,8-Jan-26,27,Pune,Computer Science,Career Fair,27/11/2025,Campus Desk,Pending,absent ,Vegetarian,300,1.5,5
S12114,Karthik Rao,Female,31/02/2026,19,Chennai,Civil Engineering,Workshop,17/08/2026,Website,Paid,Cancelled,Vegan,0,3,5.0 / 5
S12089,Pooja Das,Male,5/20/2026,22,Chennai,Civil Engineering,Workshop,18/05/2026,Mobile App,Refunded,Cancelled,Non-Vegetarian,750,2.5,4
S12458,Karthik Rao,Female,5/19/2026,19,Madurai,Commerce,Hackathon,17/05/2026,Walk-in,Refunded,Registered,Vegetarian,INR 250,1.0 hr,1
S12208,Pooja Das,Female,7/17/2026,24,Mysuru,Management,Workshop,22/05/2026,Mobile App,waive,Registered,Non-Vegetarian,750,4,
S10366,Lakshmi Rao, Female,2/9/2026,20,Kochi,Management,Workshop,6/2/2026,Email,Paid,absent ,Non-Vegetarian,0,4,5
S10345,Naveen Sharma,male,7/6/2026,27,Salem,Civil Engineering,Workshop,31/05/2026,Mobile App,waive,Cancelled,Vegetarian,500,2,4
S12471,Naveen Sharma,MALE,31/02/2026,18,Coimbatore,Mechanical,Hackathon,9/5/2026,Email,Paid,Cancelled,,250,2.5,
S11592,Anitha Nair, Female,2/10/2026,27,Mysuru,Civil Engineering,Sports Meet,25/01/2026,Mobile App,Paid,Attended,Vegetarian,300,3,1.0 / 5
S10675,Arun Kumar,Female,6/2/2026,21,Mysuru,Electronics,Workshop,27/05/2026,Campus Desk,Pending,Cancelled,Vegetarian,INR 300,1.0 hours,4
S10631,Arun Kumar,Male,2/27/2026,26,Madurai,Civil Engineering,Cultural Fest,5/1/2026,Mobile App,Refunded,Attended,Vegan,300,6,3
S10853,Ajay Nair,Other,7-Jun-26,25,Chennai,Management,Hackathon,29/05/2026,Walk-in,waive,Cancelled,Vegetarian,250,2,3
S11749,Rahul Menon ,Other,8/15/2026,21,Kochi,Arts,Hackathon,19/06/2026,Campus Desk,pending,Attended,Vegetarian,500,2.5,2.0 / 5
S11970,Anitha Nair,Female,2/21/2026,18,Pune,Arts,Hackathon,30/12/2025,Campus Desk,Waived,Registered,Vegetarian,300,2.5,1
S11475,Suresh Kumar,Other,12-Feb-26,18,Kochi,Management,Career Fair,20/01/2026,Walk-in,Refunded,absent,Non-Vegetarian,100,2,5
S10176,Keerthi Rao,Other,3/25/2026,25,Kochi,Management,Cultural Fest,19/03/2026,Website,Pending,cancelled,Vegetarian,200,6,2
S10946,Priya Sharma,Other,8/22/2026,17,Hyderabad, Civil Engineering,Hackathon,27/07/2026,Campus Desk,Waived,Absent,Vegetarian,250,2.5,1.0 / 5
S10944,Suresh Kumar,Male,5/12/2026,21,Kochi,Electronics,Seminar,22/04/2026,,Paid,Absent,Vegetarian,500,1,1
S12041,  Vikram Das  ,Male,1/25/2026,25,Bengaluru,Electronics,Sports Meet,13/12/2025,Website,waive,Registered,Non-Vegetarian,150 rupees,4.0 hr,1
S11817,Anitha Nair,,23-Apr-26,20,,Mechanical,Seminar,21/03/2026,Walk-in,PAID,Cancelled,Non-Vegetarian,300,4,5
S10902,Divya Iyer,Other,5-Mar-26,18,Chennai,,Seminar,26/02/2026,Email,Refunded,absent ,Non-Vegetarian,500,4,4
S11413,Vijay Menon,Female,1/31/2026,23,Mysuru,Electronics,Workshop,10/12/2025,Email,PAID,Registered,No Meal,150,2,5
S11118,Vijay Menon,Other,14/01/2026,22,Salem,Commerce,Seminar,28/12/2025,Walk-in,paid,Registered,Vegetarian,0,1.5,3
S12549,Swetha Menon,Female,4/29/2026,26,Coimbatore,Civil Engineering,Cultural Fest,1/4/2026,Mobile App,Waived,Registered,Vegetarian,750,6,1
S10262,Ajay Nair,Male,5/31/2026,19,Madurai,,Sports Meet,23/04/2026,Website,Pending,Attended,Non-Vegetarian,150,4,5
S11328,Ravi Patel,Female,11-May-26,18,  Trichy  ,Computer Science,Sports Meet,18/03/2026,Walk-in,pending,Cancelled,Vegan,0,2.5,5
S11229,Arun Kumar,Other,6/24/2026,25,Salem,Arts,Sports Meet,2/5/2026,Website,waive,Cancelled,Vegan,INR 200,3.0 hours,5.0 / 5
S12349,Arun Kumar,Male,8/16/2026,20,Kochi,Management, Cultural Fest,17/06/2026,Campus Desk,Waived,ABSENT,No-meal,150,1,4
S12308,Divya Iyer,female,21-Apr-26,18,Madurai,Management,Seminar,23/03/2026,Walk-in,Pending,absent ,Vegan,300,1,2.0 / 5
S11911,Lakshmi Rao,Other,7-Jun-26,27,Madurai,Civil Engineering,Hackathon,18/04/2026,Email,Paid,Registered,Non-Vegetarian,500,4,2
S12007,Anitha Nair,Male,11/4/2026,19,Kochi,Commerce,Cultural Fest,24/02/2026,Email,Paid,Attended,No-meal,150,6,5
S11940,Ajay Nair,Other,11-Mar-26,23,Trichy,Computer Science,Workshop,22/02/2026,Website,Paid,Absent,No Meal,INR 100,1.0 hr,5
S10211,Divya Iyer,Male,4-Jun-26,22,Chennai,Electronics,Seminar,29/04/2026,Campus Desk,Refunded,Registered,No Meal,300,1.5,3
S12353,Keerthi Rao,Female,9/8/2026,23,Salem,Electronics,WORKSHOP,11/7/2026,Website,Waived,Registered,Vegetarian,0,1,2.0 / 5
S10484,Suresh Kumar,Male,25/01/2026,26,Kochi,Commerce,Sports Meet,29/11/2025,Website,Refunded,Registered,Vegan,0,4,2
S12181,Swetha Menon,Female,4/27/2026,21,Trichy,Mechanical, Sports Meet,26/04/2026,Mobile App,Refunded,Attended,Vegan,0,2.5,
S10742,Manoj Kumar,Female,8/11/2026,24,,Electronics,Hackathon,24/06/2026,Walk-in,Refunded,Registered,No Meal,200,3,2.0 / 5
S10538,Anitha Nair,Female,30-Aug-26,22,,Civil Engineering,SEMINAR,1/7/2026,Website,Refunded,Attended,Non-Vegetarian,500,6,3
S12313,Manoj Kumar,Other,6/6/2026,23,Salem,Electronics,Cultural Fest,14/05/2026,Website,Paid,Attended,Vegan,750,3,2.0 / 5
S12096,Priya Sharma,Male,3/28/2026,23,Madurai,Computer Science,Career Fair,14/02/2026,Campus Desk,Refunded,Registered,Vegetarian,150 rupees,3.0 hr,4
S10050,Suresh Kumar,Male,18/01/2026,25,Pune,Civil Engineering,workshop,5/1/2026,Campus Desk,Paid,absent ,No-meal,300,3,4.0 / 5
S12661,Vikram Das,Male,4-Feb-26,27,Bengaluru,  Arts  ,Hackathon,9/12/2025,Mobile App,Refunded,Attended,,100,2,1
S12157,Naveen Sharma,Female,1/16/2026,24,Coimbatore,Arts,Sports Meet,21/11/2025,Walk-in,PAID,absent ,Vegan,100,3,4.0 / 5
S12223,Vikram Das,Other,13/02/2026,26,Chennai,Arts,Seminar,1/2/2026,Website,Paid,Registered,No-meal,150,1,1
S10171,Keerthi Rao,Female,1/23/2026,23,Mysuru,Computer Science,Workshop,8/1/2026,Website,Refunded,Registered,No Meal,Rs 100,4.0 hours,
S10581,Arun Kumar,Male,7/18/2026,24,Bengaluru,Management,Sports Meet,11/6/2026,Website,Pending,Registered, No Meal,150,2,3.0 / 5
S11393,Vikram Das,Other,7/17/2026,27,,Commerce,Workshop,10/6/2026,Website,Pending,Cancelled,Vegetarian,150,1,2.0 / 5
S10289,Lakshmi Rao,,22-Feb-26,25,Chennai,Civil Engineering ,Cultural Fest,26/01/2026,Campus Desk,Pending,attended,Vegan,500,2.5,2
S11197,Anitha Nair,Other,22/01/2026,26,Chennai,Electronics,Seminar,1/12/2025,Website,PENDING,Absent,No Meal,INR 0,1.0 hr,4
S10962,Naveen Sharma,male,7/2/2026,22,Bengaluru,Arts ,WORKSHOP,9/6/2026,Campus Desk,waive,Attended,No Meal,750,3,2
S12703,Rahul Menon,FEMALE,11/2/2026,26,Hyderabad,Arts,Hackathon,1/1/2026,Walk-in,Paid,Attended,Vegetarian,0,2.5,5
S11455,Divya Iyer,female,14-Apr-26,26,Chennai,Arts,Cultural Fest,9/3/2026,Mobile App,Refunded,Registered,Non-Vegetarian,200,1.5,3
S11757,Lakshmi Rao,Female,2/17/2026,21,Trichy,Management,Cultural Fest,22/12/2025,Mobile App,Refunded,Cancelled,No-meal,250,1.5,3.0 / 5
S11252,Swetha Menon,Other,27-Jan-26,27,Pune,Arts,Seminar,17/12/2025,Email,Pending,Registered,Vegan,300,4,5.0 / 5
S10051,Suresh Kumar,,5-Jul-26,21,Salem,Electronics,Seminar,24/06/2026,Email,Paid,Attended,Non-Vegetarian,0,3,4
S10222,Keerthi Rao,Male,16/07/2026,19,Trichy,Electronics,Sports Meet,3/7/2026,Mobile App,Waived,Cancelled,Vegan,500,1,2
S12030,Vijay Menon,Male,29-May-26,24,Pune,Commerce,Workshop,18/04/2026,Campus Desk,Waived,Cancelled,No-meal,₹200,3.0 hr,2
S12543,Anitha Nair,Female,1/19/2026,22,Coimbatore,Mechanical,Career Fair,8/1/2026,Campus Desk,Refunded,Cancelled,No-meal,250,2.5,
S10428, Meena Patel,Female,19/07/2026,27,Hyderabad,Computer Science,Sports Meet,15/07/2026,Email,Waived,Cancelled,Vegetarian,150,4,4
S11521,Karthik Rao,Other,24-May-26,27,Chennai,Computer Science,Workshop,11/4/2026,Mobile App,Pending,Cancelled,Non-Vegetarian,150,2,2.0 / 5
S10896,Divya Iyer,Female,10/4/2026,23,Hyderabad,Mechanical,Career Fair,25/03/2026,Campus Desk,waive,Registered,No-meal,750,4,
S12105,Keerthi Rao,Other,2/5/2026,23,Bengaluru,Computer Science,Workshop,8/4/2026,Email,paid,Registered,Vegan,0,4,1.0 / 5
S12784,Karthik Rao,Other,7/12/2026,18,Chennai,Mechanical,Sports Meet,17/06/2026,Mobile App,Paid,attended,Vegetarian,200,1.5,1
S10665, Ajay Nair,Other,26-May-26,17,Hyderabad,Computer Science,Seminar,25/04/2026,Website,Pending,cancelled,Vegetarian,500,6,4
S12264,Divya Iyer,female,8/18/2026,19,Chennai,Civil Engineering,Cultural Fest,27/06/2026,Mobile App,Refunded,Absent,Vegetarian,₹100,3.0 hr,4.0 / 5
S10904,Vijay Menon,Other,18/04/2026,20,Kochi,Civil Engineering,Seminar,31/03/2026,Mobile App,Pending,cancelled,Vegan,250,1.5,4
S10925,Lakshmi Rao,Other,8/21/2026,22,Pune,Management,Career Fair,1/8/2026,Campus Desk,paid,Attended,Non-Vegetarian,100,1,5
S10547,Vijay Menon,Male,15-Jun-26,24,Coimbatore,Management,Career Fair,4/5/2026,Website,Refunded,Cancelled,Vegan,300,1,1
S11376,Pooja Das,Male,8/6/2026,25,Coimbatore,Mechanical,Cultural Fest,17/07/2026,Campus Desk,Refunded,Registered,Vegan,300,6,1.0 / 5
S12680,Pooja Das,Other,2/4/2026,17,Bengaluru,Management,Sports Meet,28/03/2026,,Refunded,Registered,Vegan,500,4,5
S10065,Priya Sharma,Male,24-May-26,27,Pune,Commerce, Seminar,27/03/2026,Mobile App,Waived,Attended,Vegan,300 rupees,1.0 hours,4
S11213,Harini Iyer,Female,1/3/2026,27,Kochi,Civil Engineering,Hackathon,10/2/2026,Walk-in,Paid,absent ,Non-Vegetarian,150,1,
S11775,Karthik Rao,Other,5/2/2026,18,Chennai,Arts,Hackathon,6/3/2026,Campus Desk,waive,Cancelled,No Meal,250,1.5,2.0 / 5
S11255,Vikram Das,Other,17-Jul-26,19,Mysuru,Commerce,Seminar,21/06/2026,Walk-in,Refunded,Registered,No Meal,750,1,2.0 / 5
S11733,Priya Sharma,Male,8/26/2026,24,Madurai,Mechanical,Seminar,8/7/2026,Campus Desk,Refunded,Cancelled,Vegan,250,6,3
S10325,Keerthi Rao,Other,8/26/2026,26,Kochi,Civil Engineering,Career Fair,4/8/2026,Email ,Refunded,ATTENDED,Non-Vegetarian,150,1.5,2.0 / 5
S11621,Rahul Menon,Other,19-May-26,25,Salem,Commerce,Workshop,9/4/2026, Website,Refunded,Absent,No Meal,250,6,5
S11919,Ravi Patel,Other,16-Apr-26,26,Kochi,Computer Science,Cultural Fest,3/3/2026,Walk-in,waive,Cancelled,No Meal,Rs 200,6.0 hours,2
S11446,Vijay Menon,Other,2/14/2026,27,Pune,Arts,  Career Fair  ,29/01/2026,Campus Desk,Waived,ATTENDED,No-meal,INR 200,1.5 hours,4
S10116,Karthik Rao,Female,2/5/2026,25,Salem,Arts,SEMINAR,4/3/2026,Email,Refunded,Absent,Non-Vegetarian,300,3,3
S11760,Vijay Menon,Female,6/2/2026,19,Bengaluru,Management,Cultural Fest,18/01/2026,Email,pending,absent ,No-meal,500,2.5,2
S10912,Meena Patel,,3-Feb-26,23,Salem,Mechanical,Cultural Fest,26/12/2025,Mobile App,Paid,Absent,Vegan,500,2.5,3
S10138,Naveen Sharma,Other,9-Jul-26,24,Madurai,Arts,Cultural Fest,28/05/2026,Email,waive,Absent,No Meal,750,1.5,3
S12001,Suresh Kumar,Female,29-Aug-26,22,Hyderabad,Computer Science,seminar,10/8/2026,Website,Refunded,Attended,Vegan,150,3,5
S11318,Pooja Das,Female,7/17/2026,24,Madurai,Civil Engineering,Workshop,5/6/2026,Website,Waived,Cancelled,Vegan,200,2.5,1
S11008,Harini Iyer,Other,,19,,Computer Science,Sports Meet,23/01/2026,Email,Refunded,Registered,Non-Vegetarian,100,2.5,5.0 / 5
S12725,Rahul Menon,Male,26/08/2026,19,Hyderabad,Mechanical,Sports Meet,17/08/2026,,PAID,Registered,No Meal,200,3,1
S11660,Ravi Patel,Other,8/11/2026,18,Kochi,Management,Workshop,5/7/2026,Website,waive,cancelled,Vegetarian,100,1,2
S12869,Swetha Menon,Other,6/22/2026,24,Pune,Commerce,Career Fair,26/05/2026,Walk-in,Paid,Registered,No-meal,INR 500,4.0 hr,5.0 / 5
S11145,Meena Patel,Other,8/13/2026,26,Trichy,Commerce,Workshop,2/8/2026,Email,waive,Cancelled,Vegetarian,200,1,1
S12231,Ravi Patel,Other,15/08/2026,25,Bengaluru,Management,seminar,8/8/2026,Walk-in,Paid,Registered,Non-Vegetarian,200,3,
S11878,Karthik Rao,Other,26-Aug-26,25,Mysuru,Arts,Career Fair,12/7/2026,Website,PAID,attended,Vegetarian,300,6,1
S10032,Ravi Patel,Other,13-Jun-26,17,Mysuru,Commerce,Workshop,9/5/2026,Email,PENDING,Cancelled,Non-Vegetarian,500 rupees,3.0 hr,5.0 / 5
S10044,Manoj Kumar,,3/22/2026,26,Kochi,Arts,Sports Meet,25/01/2026,Campus Desk,Refunded,Cancelled,No Meal,Rs 500,2.0 hr,5.0 / 5
S12079,Karthik Rao,Other,4/16/2026,21,Bengaluru,Arts,Career Fair,3/3/2026,Website,Pending,absent,Non-Vegetarian,500,4,5
S10704,Rahul Menon,Other,10-Mar-26,21,Coimbatore,Arts,Cultural Fest,11/2/2026,Campus Desk,Pending,Attended,No Meal,300,6,2.0 / 5
S11212,Manoj Kumar,Female,7/27/2026,19,,Commerce,workshop,2/7/2026,Walk-in,pending,Attended,Vegetarian,₹750,2.5 hours,5
S10134,Karthik Rao,Other,11/3/2026,22,Mysuru,Arts,workshop,25/02/2026,Email,Pending,Cancelled,Non-Vegetarian,100,2.5,3
S12426,Divya Iyer,Male,5/15/2026,27,Chennai,Management,Hackathon,15/04/2026,Email,waive,attended,No Meal,0,6,3.0 / 5
S10980,Anitha Nair,Male,10/6/2026,17,Bengaluru,,Hackathon,17/04/2026,Walk-in,Waived,Registered,No Meal,300,1,3
S12526,Pooja Das,FEMALE,6/25/2026,26,Madurai,Computer Science,Sports Meet,8/6/2026,Mobile App,Pending,Cancelled,Vegetarian,250,2.5,2
S10483,Manoj Kumar,Male,2/5/2026,25,Mysuru,Commerce,Workshop,23/12/2025,Walk-in,Refunded,Cancelled,Vegan,750,2.5,
S12002,Lakshmi Rao,Other,28-Jun-26,22,Hyderabad,Mechanical,Seminar,4/5/2026,Campus Desk,Refunded,Attended,Vegetarian,200,1.5,2
S12795,Deepa Sharma,Other,6-Feb-26,22,Salem,Civil Engineering,Workshop,31/01/2026,Email,Refunded,Registered,Vegan,₹150,2.5 hr,4
S11867,Priya Sharma, Female,6/30/2026,27,Pune,Management,Cultural Fest,7/5/2026,Campus Desk,Paid,Registered,Vegetarian,500,2.5,3
S12282,Arun Kumar,Female,13-Jan-26,20,   ,Computer Science,Seminar,6/12/2025,Email,paid,Registered,Vegetarian,500,2.5,4.0 / 5
S11038,Suresh Kumar,Other,3/20/2026,17, Kochi,Commerce,Workshop,4/3/2026,Email,Pending,Registered,No-meal,300,2,3
S12658,Keerthi Rao,Female,9/2/2026,-5,Kochi,Management,Sports Meet,19/07/2026,Mobile App,Refunded,Absent,Non-Vegetarian,0,6,
S11299,Ravi Patel,Male,1/9/2026,27,Hyderabad,Management,Sports Meet,14/12/2025,Mobile App,Waived,Absent,Non-Vegetarian,250,6,3
S10081,Meena Patel,MALE,4/27/2026,24,Mysuru,Civil Engineering,Cultural Fest,22/04/2026,Campus Desk,Waived,cancelled,Non-Vegetarian,750,4,3
S11399,Lakshmi Rao,MALE,7/29/2026,17,Bengaluru,Electronics,Sports Meet,24/06/2026,Mobile App,Pending,Registered,Vegetarian,Rs 200,3.0 hr,4
S11839,Swetha Menon,Other,7/12/2026,22,Pune,Civil Engineering,Career Fair,22/05/2026,Walk-in,PENDING,Attended,Vegan,Rs 500,2.5 hours,3
S11406,Ravi Patel,Male,3-Jul-26,26,Mysuru,Commerce,Cultural Fest,15/05/2026,Email,Pending,Registered,Vegan,500,1,3.0 / 5
S11831,Karthik Rao, Male,5/1/2026,20,Salem,Computer Science,Seminar,9/4/2026,Walk-in,Pending,Absent,Non-Vegetarian,100,2.5,5
S10154,Divya Iyer,Other,27/07/2026,18,Madurai,Management,Career Fair,29/06/2026,Mobile App,Paid,Cancelled,Vegan,0,1,3
S10948,Meena Patel,Other,17/02/2026,27,Trichy,Civil Engineering,Career Fair,31/12/2025,Website,Refunded,Registered,Non-Vegetarian,INR 200,2.5 hr,1
S10780,Lakshmi Rao,Male,16/01/2026,20,Madurai,Computer Science,Career Fair,6/1/2026,  Email  ,Paid,Absent,Vegan,150,3,1.0 / 5
S11587,Anitha Nair,Other,29/08/2026,26,Coimbatore,Civil Engineering,Workshop,27/07/2026,Email,waive,Cancelled,Vegetarian,250,1.5,2
S12491,Ajay Nair,Male,29/01/2026,18,Mysuru,Arts,Workshop,19/12/2025,Mobile App,Paid,Cancelled,Non-Vegetarian,200,6,0
S10224,Divya Iyer,Other,2/26/2026,27,Kochi,Commerce,Cultural Fest,12/1/2026,Campus Desk,waive,cancelled,Non-Vegetarian,0,2,4
S11990,Divya Iyer,Male,2/14/2026,22,Kochi,Commerce,Hackathon,9/2/2026,Email,Refunded,Absent,Vegetarian,750,1.5,2
S11155,Harini Iyer,FEMALE,2/8/2026,22,Hyderabad,Mechanical,Cultural Fest,23/01/2026,Mobile App,Paid,Cancelled,Vegan,Rs 100,2.0 hr,2
S10615,Deepa Sharma,Female,6/21/2026,20,Kochi,Management,Workshop,24/04/2026,Email,waive,Registered,Non-Vegetarian,₹250,1.5 hr,5
S12883,Rahul Menon,Other,6/8/2026,26,Trichy,Civil Engineering,Workshop,20/06/2026,Website,Paid,ATTENDED,Non-Vegetarian,750,4,1
S11310,Deepa Sharma,Female,4/16/2026,24,,Arts,Cultural Fest,4/3/2026,Campus Desk,waive,Cancelled,Vegan,0,2.5,4
S12474,Harini Iyer,Female,4/27/2026,24,Salem,Management,Sports Meet,16/04/2026,Campus Desk,Waived,Registered,Vegetarian,INR 100,1.5 hours,4
S11089,Rahul Menon,Other,12-Jul-26,24,Coimbatore,Computer Science,Career Fair,24/05/2026,Website,Pending,absent ,Non-Vegetarian,300,1.5,4
S11280,Ajay Nair,MALE,1/17/2026,26,Hyderabad,Civil Engineering,Sports Meet,22/12/2025,Website,Refunded,Absent,Vegetarian,₹200,2.5 hours,5.0 / 5
S10740,Meena Patel,Female,15-Mar-26,23,Hyderabad,Management,Sports Meet,14/03/2026,Campus Desk,Refunded,Registered,Vegan,200,1,4
S11014,Vijay Menon,Female,18/03/2026,24,Hyderabad,Electronics,Sports Meet,23/02/2026,Walk-in,waive,ATTENDED,Vegetarian,750,6,1
S11529,Rahul Menon,Other,1/30/2026,19,Trichy,,Workshop,5/1/2026,Website,Pending,absent,No-meal,150,6,
S10203,Suresh Kumar,,26-Jan-26,22,Mysuru,Electronics,Cultural Fest,14/12/2025,Walk-in,Paid,Registered,Vegetarian,500,6,5.0 / 5
S10608,Swetha Menon,Female,8/22/2026,-5,Madurai,Management,Seminar,2/8/2026,Walk-in,waive,Attended,Vegan,100,4,4
S11356,Divya Iyer,Female,22/04/2026,17,Madurai,Mechanical,Cultural Fest,23/02/2026,Email,Refunded,absent ,No Meal,500,6,2
S12476,Pooja Das,female,5/22/2026,27,Hyderabad,Arts,Cultural Fest,23/04/2026,Campus Desk,Paid,Absent,No Meal,750,6,3
S11011,Keerthi Rao,Other,2/20/2026,27,Coimbatore,,Workshop,5/2/2026,Email,Pending,Attended,Non-Vegetarian,INR 300,2.0 hr,2.0 / 5
S11842,Suresh Kumar,Other,17/03/2026,18,Mysuru,Management,Cultural Fest,20/02/2026,Mobile App,Pending,Attended,No-meal,100,4,2.0 / 5
S11921,Vikram Das,,3/19/2026,25,Hyderabad,Civil Engineering,SEMINAR,21/01/2026,Email,Waived,Cancelled,Vegan,Rs 200,3.0 hours,2
S12229,Ravi Patel,Other,27-Jan-26,17,Kochi,Computer Science,Cultural Fest,23/12/2025,Walk-in,Paid,cancelled,No Meal,500,6,
S11710,Manoj Kumar,Other,16-Apr-26,19,Kochi,Arts, Career Fair,17/02/2026,Campus Desk,Waived,Absent,Vegetarian,100,4,3
S10496,Vijay Menon,Other,3/29/2026,17,Kochi,Mechanical,Career Fair,13/03/2026,Campus Desk,Pending,absent,Non-Vegetarian,Rs 250,6.0 hr,2
S11751,Vikram Das,Female,21-May-26,27,Chennai,Electronics,Sports Meet,5/4/2026,Mobile App,Pending,Registered,No-meal,0,2.5,1
S10036,Divya Iyer,Female,6/23/2026,18,,Arts,Career Fair,30/05/2026,Campus Desk,Paid,absent,No Meal,300,1,4
S11170,Suresh Kumar,Male,5/9/2026,22,Kochi,Civil Engineering,Career Fair,27/03/2026,Walk-in,paid,Registered,Vegetarian,200,6,5
S10018,Manoj Kumar,Other,3/15/2026,26,Hyderabad,Computer Science,Career Fair,24/02/2026,Walk-in,Paid,Attended,Non-Vegetarian,200 rupees,4.0 hours,3.0 / 5
S12615,Pooja Das,Female,8-Feb-26,25,Madurai,Civil Engineering,Career Fair,5/2/2026,Walk-in,Refunded,absent ,No-meal,250,6,1
S12914,Swetha Menon,Male,5-Jul-26,27,Bengaluru,Management,Cultural Fest,30/06/2026,Mobile App,waive,Cancelled,No Meal,250,3,2
S10559,Keerthi Rao,Female,6/7/2026,25,Coimbatore,Commerce,Cultural Fest,8/6/2026,Email,Paid,Registered,Vegetarian,300,1.5,5
S10473,Lakshmi Rao,Male,1/20/2026,22,Coimbatore,Electronics,seminar,11/12/2025,Mobile App,Waived,absent ,Non-Vegetarian,Not Available,1,1
S10789,Manoj Kumar,Other,14/08/2026,19,Hyderabad,Civil Engineering,Seminar,12/7/2026,Walk-in,Refunded,cancelled,Vegetarian,500 rupees,6.0 hr,5.0 / 5
S11961,Anitha Nair,Female,1/6/2026,25,Mysuru,Mechanical,Hackathon,24/12/2025,Mobile App,waive,Absent,Vegan,300,2,3
S12051,Vijay Menon,Female,6/27/2026,23,Chennai,Electronics,Cultural Fest,27/05/2026,Mobile App,Pending,Cancelled, Non-Vegetarian,300,1.5,1
S11820,Anitha Nair,Other,3/25/2026,20,Kochi,Management,Career Fair,2/2/2026,Campus Desk,Paid,Attended,Vegetarian,200 rupees,1.0 hr,4.0 / 5
S12371,Meena Patel,male,1/30/2026,22,Hyderabad,Management,Sports Meet,14/12/2025,Campus Desk,Refunded,Attended,Vegan,300,2,2
S11859,Priya Sharma,MALE,26/04/2026,24,Chennai,Arts,Seminar,18/03/2026,Walk-in,waive,attended,No Meal,150,1,4
S10576,Anitha Nair,Female,7/4/2026,25,,Computer Science,Sports Meet,8/5/2026,Walk-in,Waived,Absent,Vegetarian,INR 250,4.0 hr,2
S12478,Naveen Sharma,Female,2/22/2026,23,Madurai,Management,Cultural Fest,17/02/2026,Email,pending,Registered,Vegetarian,100,4,2
S12679,Harini Iyer,MALE,8/5/2026,27,Coimbatore,Mechanical,Seminar,19/07/2026,Campus Desk,Pending,absent,No-meal,250,6,2.0 / 5
S11269,Meena Patel,Other,1/8/2026,27,,Computer Science,Hackathon,22/12/2025,Walk-in,Pending,Registered,Vegan,200,1.5,4.0 / 5
S11696,Karthik Rao,Other,2/1/2026,19,Mysuru,Computer Science,Seminar,24/12/2025,Mobile App,Refunded,absent,Vegetarian,300,2.5,4
S12608,Arun Kumar,Female,6/4/2026,21,Chennai,Civil Engineering,Cultural Fest,31/05/2026,Campus Desk,Paid,Registered,No Meal,150,2,2
S10744,Vijay Menon,Female,11/4/2026,25,Pune,Commerce,Sports Meet,11/2/2026,Website,Waived,Cancelled,Non-Vegetarian,150,2.5,5
