student_id,student_name,gender,event_date,age,city,department,event_type,registration_date,registration_channel,payment_status,attendance_status,meal_preference,registration_fee,event_duration_hours,feedback_rating
s10366,lakshmi rao,female,2026-02-09,20,kochi,management,workshop,2026-06-02,email,paid,absent,non-vegetarian,0.0,4.0,5.0
s10345,naveen sharma,male,2026-07-06,27,salem,civil engineering,workshop,2026-05-31,mobile app,waived,cancelled,vegetarian,500.0,2.0,4.0
s12471,naveen sharma,male,1900-01-01,18,coimbatore,mechanical,hackathon,2026-09-05,email,paid,cancelled,unknown,250.0,2.5,3.0
s11592,anitha nair,female,2026-02-10,27,mysuru,civil engineering,sports meet,2026-01-25,mobile app,paid,attended,vegetarian,300.0,3.0,3.0
s10675,arun kumar,female,2026-06-02,21,mysuru,electronics,workshop,2026-05-27,campus desk,pending,cancelled,vegetarian,200.0,2.5,4.0
s10631,arun kumar,male,2026-02-27,26,madurai,civil engineering,cultural fest,2026-05-01,mobile app,refunded,attended,vegan,300.0,6.0,3.0
s10853,ajay nair,other,2026-06-07,25,chennai,management,hackathon,2026-05-29,walk-in,waived,cancelled,vegetarian,250.0,2.0,3.0
s11749,rahul menon,other,2026-08-15,21,kochi,arts,hackathon,2026-06-19,campus desk,pending,attended,vegetarian,500.0,2.5,3.0
s11970,anitha nair,female,2026-02-21,18,pune,arts,hackathon,2025-12-30,campus desk,waived,registered,vegetarian,300.0,2.5,1.0
s11475,suresh kumar,other,2026-02-12,18,kochi,management,career fair,2026-01-20,walk-in,refunded,absent,non-vegetarian,100.0,2.0,5.0
s10176,keerthi rao,other,2026-03-25,25,kochi,management,cultural fest,2026-03-19,website,pending,cancelled,vegetarian,200.0,6.0,2.0
s10946,priya sharma,other,2026-08-22,17,hyderabad,civil engineering,hackathon,2026-07-27,campus desk,waived,absent,vegetarian,250.0,2.5,3.0
s10944,suresh kumar,male,2026-05-12,21,kochi,electronics,seminar,2026-04-22,unknown,paid,absent,vegetarian,500.0,1.0,1.0
s12041,vikram das,male,2026-01-25,25,bengaluru,electronics,sports meet,2025-12-13,website,waived,registered,non-vegetarian,200.0,2.5,1.0
s11817,anitha nair,unknown,2026-04-23,20,unknown,mechanical,seminar,2026-03-21,walk-in,paid,cancelled,non-vegetarian,300.0,4.0,5.0
s10902,divya iyer,other,2026-03-05,18,chennai,unknown,seminar,2026-02-26,email,refunded,absent,non-vegetarian,500.0,4.0,4.0
s11413,vijay menon,female,2026-01-31,23,mysuru,electronics,workshop,2025-10-12,email,paid,registered,no-meal,150.0,2.0,5.0
s11118,vijay menon,other,2026-01-14,22,salem,commerce,seminar,2025-12-28,walk-in,paid,registered,vegetarian,0.0,1.5,3.0
s12549,swetha menon,female,2026-04-29,26,coimbatore,civil engineering,cultural fest,2026-01-04,mobile app,waived,registered,vegetarian,750.0,6.0,1.0
s10262,ajay nair,male,2026-05-31,19,madurai,unknown,sports meet,2026-04-23,website,pending,attended,non-vegetarian,150.0,4.0,5.0
s11328,ravi patel,female,2026-05-11,18,trichy,computer science,sports meet,2026-03-18,walk-in,pending,cancelled,vegan,0.0,2.5,5.0
s11229,arun kumar,other,2026-06-24,25,salem,arts,sports meet,2026-02-05,website,waived,cancelled,vegan,200.0,2.5,3.0
s12349,arun kumar,male,2026-08-16,20,kochi,management,cultural fest,2026-06-17,campus desk,waived,absent,no-meal,150.0,1.0,4.0
s12308,divya iyer,female,2026-04-21,18,madurai,management,seminar,2026-03-23,walk-in,pending,absent,vegan,300.0,1.0,3.0
s11911,lakshmi rao,other,2026-06-07,27,madurai,civil engineering,hackathon,2026-04-18,email,paid,registered,non-vegetarian,500.0,4.0,2.0
s12007,anitha nair,male,2026-11-04,19,kochi,commerce,cultural fest,2026-02-24,email,paid,attended,no-meal,150.0,6.0,5.0
s11940,ajay nair,other,2026-03-11,23,trichy,computer science,workshop,2026-02-22,website,paid,absent,no-meal,200.0,2.5,5.0
s10211,divya iyer,male,2026-06-04,22,chennai,electronics,seminar,2026-04-29,campus desk,refunded,registered,no-meal,300.0,1.5,3.0
s12353,keerthi rao,female,2026-09-08,23,salem,electronics,workshop,2026-11-07,website,waived,registered,vegetarian,0.0,1.0,3.0
s10484,suresh kumar,male,2026-01-25,26,kochi,commerce,sports meet,2025-11-29,website,refunded,registered,vegan,0.0,4.0,2.0
s12181,swetha menon,female,2026-04-27,21,trichy,mechanical,sports meet,2026-04-26,mobile app,refunded,attended,vegan,0.0,2.5,3.0
s10742,manoj kumar,female,2026-08-11,24,unknown,electronics,hackathon,2026-06-24,walk-in,refunded,registered,no-meal,200.0,3.0,3.0
s10538,anitha nair,female,2026-08-30,22,unknown,civil engineering,seminar,2026-01-07,website,refunded,attended,non-vegetarian,500.0,6.0,3.0
s12313,manoj kumar,other,2026-06-06,23,salem,electronics,cultural fest,2026-05-14,website,paid,attended,vegan,750.0,3.0,3.0
s12096,priya sharma,male,2026-03-28,23,madurai,computer science,career fair,2026-02-14,campus desk,refunded,registered,vegetarian,200.0,2.5,4.0
s10050,suresh kumar,male,2026-01-18,25,pune,civil engineering,workshop,2026-05-01,campus desk,paid,absent,no-meal,300.0,3.0,3.0
s12661,vikram das,male,2026-02-04,27,bengaluru,arts,hackathon,2025-09-12,mobile app,refunded,attended,unknown,100.0,2.0,1.0
s12157,naveen sharma,female,2026-01-16,24,coimbatore,arts,sports meet,2025-11-21,walk-in,paid,absent,vegan,100.0,3.0,3.0
s12223,vikram das,other,2026-02-13,26,chennai,arts,seminar,2026-01-02,website,paid,registered,no-meal,150.0,1.0,1.0
s10171,keerthi rao,female,2026-01-23,23,mysuru,computer science,workshop,2026-08-01,website,refunded,registered,no-meal,200.0,2.5,3.0
s10581,arun kumar,male,2026-07-18,24,bengaluru,management,sports meet,2026-11-06,website,pending,registered,no-meal,150.0,2.0,3.0
s11393,vikram das,other,2026-07-17,27,unknown,commerce,workshop,2026-10-06,website,pending,cancelled,vegetarian,150.0,1.0,3.0
s10289,lakshmi rao,unknown,2026-02-22,25,chennai,civil engineering,cultural fest,2026-01-26,campus desk,pending,attended,vegan,500.0,2.5,2.0
s11197,anitha nair,other,2026-01-22,26,chennai,electronics,seminar,2025-01-12,website,pending,absent,no-meal,200.0,2.5,4.0
s10962,naveen sharma,male,2026-07-02,22,bengaluru,arts,workshop,2026-09-06,campus desk,waived,attended,no-meal,750.0,3.0,2.0
s12703,rahul menon,female,2026-11-02,26,hyderabad,arts,hackathon,2026-01-01,walk-in,paid,attended,vegetarian,0.0,2.5,5.0
s11455,divya iyer,female,2026-04-14,26,chennai,arts,cultural fest,2026-09-03,mobile app,refunded,registered,non-vegetarian,200.0,1.5,3.0
s11757,lakshmi rao,female,2026-02-17,21,trichy,management,cultural fest,2025-12-22,mobile app,refunded,cancelled,no-meal,250.0,1.5,3.0
s11252,swetha menon,other,2026-01-27,27,pune,arts,seminar,2025-12-17,email,pending,registered,vegan,300.0,4.0,3.0
s10051,suresh kumar,unknown,2026-07-05,21,salem,electronics,seminar,2026-06-24,email,paid,attended,non-vegetarian,0.0,3.0,4.0
s10222,keerthi rao,male,2026-07-16,19,trichy,electronics,sports meet,2026-03-07,mobile app,waived,cancelled,vegan,500.0,1.0,2.0
s12030,vijay menon,male,2026-05-29,24,pune,commerce,workshop,2026-04-18,campus desk,waived,cancelled,no-meal,200.0,2.5,2.0
s12543,anitha nair,female,2026-01-19,22,coimbatore,mechanical,career fair,2026-08-01,campus desk,refunded,cancelled,no-meal,250.0,2.5,3.0
s10428,meena patel,female,2026-07-19,27,hyderabad,computer science,sports meet,2026-07-15,email,waived,cancelled,vegetarian,150.0,4.0,4.0
s11521,karthik rao,other,2026-05-24,27,chennai,computer science,workshop,2026-11-04,mobile app,pending,cancelled,non-vegetarian,150.0,2.0,3.0
s10896,divya iyer,female,2026-10-04,23,hyderabad,mechanical,career fair,2026-03-25,campus desk,waived,registered,no-meal,750.0,4.0,3.0
s12105,keerthi rao,other,2026-02-05,23,bengaluru,computer science,workshop,2026-08-04,email,paid,registered,vegan,0.0,4.0,3.0
s12784,karthik rao,other,2026-07-12,18,chennai,mechanical,sports meet,2026-06-17,mobile app,paid,attended,vegetarian,200.0,1.5,1.0
s10665,ajay nair,other,2026-05-26,17,hyderabad,computer science,seminar,2026-04-25,website,pending,cancelled,vegetarian,500.0,6.0,4.0
s12264,divya iyer,female,2026-08-18,19,chennai,civil engineering,cultural fest,2026-06-27,mobile app,refunded,absent,vegetarian,200.0,2.5,3.0
s10904,vijay menon,other,2026-04-18,20,kochi,civil engineering,seminar,2026-03-31,mobile app,pending,cancelled,vegan,250.0,1.5,4.0
s10925,lakshmi rao,other,2026-08-21,22,pune,management,career fair,2026-01-08,campus desk,paid,attended,non-vegetarian,100.0,1.0,5.0
s10547,vijay menon,male,2026-06-15,24,coimbatore,management,career fair,2026-04-05,website,refunded,cancelled,vegan,300.0,1.0,1.0
s11376,pooja das,male,2026-08-06,25,coimbatore,mechanical,cultural fest,2026-07-17,campus desk,refunded,registered,vegan,300.0,6.0,3.0
s12680,pooja das,other,2026-02-04,17,bengaluru,management,sports meet,2026-03-28,unknown,refunded,registered,vegan,500.0,4.0,5.0
s10065,priya sharma,male,2026-05-24,27,pune,commerce,seminar,2026-03-27,mobile app,waived,attended,vegan,200.0,2.5,4.0
s11213,harini iyer,female,2026-01-03,27,kochi,civil engineering,hackathon,2026-10-02,walk-in,paid,absent,non-vegetarian,150.0,1.0,3.0
s11775,karthik rao,other,2026-05-02,18,chennai,arts,hackathon,2026-06-03,campus desk,waived,cancelled,no-meal,250.0,1.5,3.0
s11255,vikram das,other,2026-07-17,19,mysuru,commerce,seminar,2026-06-21,walk-in,refunded,registered,no-meal,750.0,1.0,3.0
s11733,priya sharma,male,2026-08-26,24,madurai,mechanical,seminar,2026-08-07,campus desk,refunded,cancelled,vegan,250.0,6.0,3.0
s10325,keerthi rao,other,2026-08-26,26,kochi,civil engineering,career fair,2026-04-08,email,refunded,attended,non-vegetarian,150.0,1.5,3.0
s11621,rahul menon,other,2026-05-19,25,salem,commerce,workshop,2026-09-04,website,refunded,absent,no-meal,250.0,6.0,5.0
s11919,ravi patel,other,2026-04-16,26,kochi,computer science,cultural fest,2026-03-03,walk-in,waived,cancelled,no-meal,200.0,2.5,2.0
s11446,vijay menon,other,2026-02-14,27,pune,arts,career fair,2026-01-29,campus desk,waived,attended,no-meal,200.0,2.5,4.0
s10116,karthik rao,female,2026-02-05,25,salem,arts,seminar,2026-04-03,email,refunded,absent,non-vegetarian,300.0,3.0,3.0
s11760,vijay menon,female,2026-06-02,19,bengaluru,management,cultural fest,2026-01-18,email,pending,absent,no-meal,500.0,2.5,2.0
s10912,meena patel,unknown,2026-02-03,23,salem,mechanical,cultural fest,2025-12-26,mobile app,paid,absent,vegan,500.0,2.5,3.0
s10138,naveen sharma,other,2026-07-09,24,madurai,arts,cultural fest,2026-05-28,email,waived,absent,no-meal,750.0,1.5,3.0
s12001,suresh kumar,female,2026-08-29,22,hyderabad,computer science,seminar,2026-10-08,website,refunded,attended,vegan,150.0,3.0,5.0
s11318,pooja das,female,2026-07-17,24,madurai,civil engineering,workshop,2026-05-06,website,waived,cancelled,vegan,200.0,2.5,1.0
s11008,harini iyer,other,1900-01-01,19,unknown,computer science,sports meet,2026-01-23,email,refunded,registered,non-vegetarian,100.0,2.5,3.0
s12725,rahul menon,male,2026-08-26,19,hyderabad,mechanical,sports meet,2026-08-17,unknown,paid,registered,no-meal,200.0,3.0,1.0
s11660,ravi patel,other,2026-08-11,18,kochi,management,workshop,2026-05-07,website,waived,cancelled,vegetarian,100.0,1.0,2.0
s12869,swetha menon,other,2026-06-22,24,pune,commerce,career fair,2026-05-26,walk-in,paid,registered,no-meal,200.0,2.5,3.0
s11145,meena patel,other,2026-08-13,26,trichy,commerce,workshop,2026-02-08,email,waived,cancelled,vegetarian,200.0,1.0,1.0
s12231,ravi patel,other,2026-08-15,25,bengaluru,management,seminar,2026-08-08,walk-in,paid,registered,non-vegetarian,200.0,3.0,3.0
s11878,karthik rao,other,2026-08-26,25,mysuru,arts,career fair,2026-12-07,website,paid,attended,vegetarian,300.0,6.0,1.0
s10032,ravi patel,other,2026-06-13,17,mysuru,commerce,workshop,2026-09-05,email,pending,cancelled,non-vegetarian,200.0,2.5,3.0
s10044,manoj kumar,unknown,2026-03-22,26,kochi,arts,sports meet,2026-01-25,campus desk,refunded,cancelled,no-meal,200.0,2.5,3.0
s12079,karthik rao,other,2026-04-16,21,bengaluru,arts,career fair,2026-03-03,website,pending,absent,non-vegetarian,500.0,4.0,5.0
s10704,rahul menon,other,2026-03-10,21,coimbatore,arts,cultural fest,2026-11-02,campus desk,pending,attended,no-meal,300.0,6.0,3.0
s11212,manoj kumar,female,2026-07-27,19,unknown,commerce,workshop,2026-02-07,walk-in,pending,attended,vegetarian,200.0,2.5,5.0
s10134,karthik rao,other,2026-11-03,22,mysuru,arts,workshop,2026-02-25,email,pending,cancelled,non-vegetarian,100.0,2.5,3.0
s12426,divya iyer,male,2026-05-15,27,chennai,management,hackathon,2026-04-15,email,waived,attended,no-meal,0.0,6.0,3.0
s10980,anitha nair,male,2026-10-06,17,bengaluru,unknown,hackathon,2026-04-17,walk-in,waived,registered,no-meal,300.0,1.0,3.0
s12526,pooja das,female,2026-06-25,26,madurai,computer science,sports meet,2026-08-06,mobile app,pending,cancelled,vegetarian,250.0,2.5,2.0
s10483,manoj kumar,male,2026-02-05,25,mysuru,commerce,workshop,2025-12-23,walk-in,refunded,cancelled,vegan,750.0,2.5,3.0
s12002,lakshmi rao,other,2026-06-28,22,hyderabad,mechanical,seminar,2026-04-05,campus desk,refunded,attended,vegetarian,200.0,1.5,2.0
s12795,deepa sharma,other,2026-02-06,22,salem,civil engineering,workshop,2026-01-31,email,refunded,registered,vegan,200.0,2.5,4.0
s11867,priya sharma,female,2026-06-30,27,pune,management,cultural fest,2026-07-05,campus desk,paid,registered,vegetarian,500.0,2.5,3.0
s12282,arun kumar,female,2026-01-13,20,unknown,computer science,seminar,2025-06-12,email,paid,registered,vegetarian,500.0,2.5,3.0
s11038,suresh kumar,other,2026-03-20,17,kochi,commerce,workshop,2026-04-03,email,pending,registered,no-meal,300.0,2.0,3.0
s12658,keerthi rao,female,2026-09-02,22,kochi,management,sports meet,2026-07-19,mobile app,refunded,absent,non-vegetarian,0.0,6.0,3.0
s11299,ravi patel,male,2026-01-09,27,hyderabad,management,sports meet,2025-12-14,mobile app,waived,absent,non-vegetarian,250.0,6.0,3.0
s10081,meena patel,male,2026-04-27,24,mysuru,civil engineering,cultural fest,2026-04-22,campus desk,waived,cancelled,non-vegetarian,750.0,4.0,3.0
s11399,lakshmi rao,male,2026-07-29,17,bengaluru,electronics,sports meet,2026-06-24,mobile app,pending,registered,vegetarian,200.0,2.5,4.0
s11839,swetha menon,other,2026-07-12,22,pune,civil engineering,career fair,2026-05-22,walk-in,pending,attended,vegan,200.0,2.5,3.0
s11406,ravi patel,male,2026-07-03,26,mysuru,commerce,cultural fest,2026-05-15,email,pending,registered,vegan,500.0,1.0,3.0
s11831,karthik rao,male,2026-05-01,20,salem,computer science,seminar,2026-09-04,walk-in,pending,absent,non-vegetarian,100.0,2.5,5.0
s10154,divya iyer,other,2026-07-27,18,madurai,management,career fair,2026-06-29,mobile app,paid,cancelled,vegan,0.0,1.0,3.0
s10948,meena patel,other,2026-02-17,27,trichy,civil engineering,career fair,2025-12-31,website,refunded,registered,non-vegetarian,200.0,2.5,1.0
s10780,lakshmi rao,male,2026-01-16,20,madurai,computer science,career fair,2026-06-01,email,paid,absent,vegan,150.0,3.0,3.0
s11587,anitha nair,other,2026-08-29,26,coimbatore,civil engineering,workshop,2026-07-27,email,waived,cancelled,vegetarian,250.0,1.5,2.0
s12491,ajay nair,male,2026-01-29,18,mysuru,arts,workshop,2025-12-19,mobile app,paid,cancelled,non-vegetarian,200.0,6.0,0.0
s10224,divya iyer,other,2026-02-26,27,kochi,commerce,cultural fest,2026-12-01,campus desk,waived,cancelled,non-vegetarian,0.0,2.0,4.0
s11990,divya iyer,male,2026-02-14,22,kochi,commerce,hackathon,2026-09-02,email,refunded,absent,vegetarian,750.0,1.5,2.0
s11155,harini iyer,female,2026-02-08,22,hyderabad,mechanical,cultural fest,2026-01-23,mobile app,paid,cancelled,vegan,200.0,2.5,2.0
s10615,deepa sharma,female,2026-06-21,20,kochi,management,workshop,2026-04-24,email,waived,registered,non-vegetarian,200.0,2.5,5.0
s12883,rahul menon,other,2026-06-08,26,trichy,civil engineering,workshop,2026-06-20,website,paid,attended,non-vegetarian,750.0,4.0,1.0
s11310,deepa sharma,female,2026-04-16,24,unknown,arts,cultural fest,2026-04-03,campus desk,waived,cancelled,vegan,0.0,2.5,4.0
s12474,harini iyer,female,2026-04-27,24,salem,management,sports meet,2026-04-16,campus desk,waived,registered,vegetarian,200.0,2.5,4.0
s11089,rahul menon,other,2026-07-12,24,coimbatore,computer science,career fair,2026-05-24,website,pending,absent,non-vegetarian,300.0,1.5,4.0
s11280,ajay nair,male,2026-01-17,26,hyderabad,civil engineering,sports meet,2025-12-22,website,refunded,absent,vegetarian,200.0,2.5,3.0
s10740,meena patel,female,2026-03-15,23,hyderabad,management,sports meet,2026-03-14,campus desk,refunded,registered,vegan,200.0,1.0,4.0
s11014,vijay menon,female,2026-03-18,24,hyderabad,electronics,sports meet,2026-02-23,walk-in,waived,attended,vegetarian,750.0,6.0,1.0
s11529,rahul menon,other,2026-01-30,19,trichy,unknown,workshop,2026-05-01,website,pending,absent,no-meal,150.0,6.0,3.0
s10203,suresh kumar,unknown,2026-01-26,22,mysuru,electronics,cultural fest,2025-12-14,walk-in,paid,registered,vegetarian,500.0,6.0,3.0
s10608,swetha menon,female,2026-08-22,22,madurai,management,seminar,2026-02-08,walk-in,waived,attended,vegan,100.0,4.0,4.0
s11356,divya iyer,female,2026-04-22,17,madurai,mechanical,cultural fest,2026-02-23,email,refunded,absent,no-meal,500.0,6.0,2.0
s12476,pooja das,female,2026-05-22,27,hyderabad,arts,cultural fest,2026-04-23,campus desk,paid,absent,no-meal,750.0,6.0,3.0
s11011,keerthi rao,other,2026-02-20,27,coimbatore,unknown,workshop,2026-05-02,email,pending,attended,non-vegetarian,200.0,2.5,3.0
s11842,suresh kumar,other,2026-03-17,18,mysuru,management,cultural fest,2026-02-20,mobile app,pending,attended,no-meal,100.0,4.0,3.0
s11921,vikram das,unknown,2026-03-19,25,hyderabad,civil engineering,seminar,2026-01-21,email,waived,cancelled,vegan,200.0,2.5,2.0
s12229,ravi patel,other,2026-01-27,17,kochi,computer science,cultural fest,2025-12-23,walk-in,paid,cancelled,no-meal,500.0,6.0,3.0
s11710,manoj kumar,other,2026-04-16,19,kochi,arts,career fair,2026-02-17,campus desk,waived,absent,vegetarian,100.0,4.0,3.0
s10496,vijay menon,other,2026-03-29,17,kochi,mechanical,career fair,2026-03-13,campus desk,pending,absent,non-vegetarian,200.0,2.5,2.0
s11751,vikram das,female,2026-05-21,27,chennai,electronics,sports meet,2026-05-04,mobile app,pending,registered,no-meal,0.0,2.5,1.0
s10036,divya iyer,female,2026-06-23,18,unknown,arts,career fair,2026-05-30,campus desk,paid,absent,no-meal,300.0,1.0,4.0
s11170,suresh kumar,male,2026-05-09,22,kochi,civil engineering,career fair,2026-03-27,walk-in,paid,registered,vegetarian,200.0,6.0,5.0
s10018,manoj kumar,other,2026-03-15,26,hyderabad,computer science,career fair,2026-02-24,walk-in,paid,attended,non-vegetarian,200.0,2.5,3.0
s12615,pooja das,female,2026-02-08,25,madurai,civil engineering,career fair,2026-05-02,walk-in,refunded,absent,no-meal,250.0,6.0,1.0
s12914,swetha menon,male,2026-07-05,27,bengaluru,management,cultural fest,2026-06-30,mobile app,waived,cancelled,no-meal,250.0,3.0,2.0
s10559,keerthi rao,female,2026-06-07,25,coimbatore,commerce,cultural fest,2026-08-06,email,paid,registered,vegetarian,300.0,1.5,5.0
s10473,lakshmi rao,male,2026-01-20,22,coimbatore,electronics,seminar,2025-11-12,mobile app,waived,absent,non-vegetarian,200.0,1.0,1.0
s10789,manoj kumar,other,2026-08-14,19,hyderabad,civil engineering,seminar,2026-12-07,walk-in,refunded,cancelled,vegetarian,200.0,2.5,3.0
s11961,anitha nair,female,2026-01-06,25,mysuru,mechanical,hackathon,2025-12-24,mobile app,waived,absent,vegan,300.0,2.0,3.0
s12051,vijay menon,female,2026-06-27,23,chennai,electronics,cultural fest,2026-05-27,mobile app,pending,cancelled,non-vegetarian,300.0,1.5,1.0
